config,backend,language,split,file_id,reference,hypothesis,hypothesis_raw,wer,cer,latency_sec,rtf,audio_duration_sec,ref_words,hyp_words,word_ratio,error
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,eero_suutari_02947,vesihuoltohankkeet ovat haja asutusalueilla monessa mielessä tarpeellisia ja perusteltuja,vesihuolto hankkeet ovat haja asuntoalueilla monessa mielessä tarpeellisia ja perusteltuja,Vesihuolto-hankkeet ovat haja-asuntoalueilla monessa mielessä tarpeellisia ja perusteltuja.,0.333333,0.044944,0.576,0.0763,7.544,9,10,1.111,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jari_koskinen_02773,ne pitää suunata uudestaan mutta olen kovin huolissani että jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se että siihen saa valtiolta vähän rahaa,pitää suunnata uudestaan mutta olen kovin huolissani että jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se että siihen saa valtilta vähän rahaa,"Pitää suunnata uudestaan, mutta olen kovin huolissani, että jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se, että siihen saa valtilta vähän rahaa.",0.107143,0.025641,2.973,0.2426,12.257,28,27,0.964,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jouni_backman_01871,allekirjoittanut kaupunginvaltuuston puheenjohtajana ei ole voinut vaikuttaa niihin päätöksiin missä on yksityistetty sosterin puoleen ja nyt niitä palautetaan takaisin kunnan omaan työhön,allekirjoittanut kaupunginvaltuuston puheenjohtaja ei ole voinut vaikuttaa niihin päätöksiin missä on yksityistetty sosterin puoleen ja nyt niitä palautetaan takaisin kunnan omaan työhön,"Allekirjoittanut kaupunginvaltuuston puheenjohtaja ei ole voinut vaikuttaa niihin päätöksiin, missä on yksityistetty Sosterin puoleen ja nyt niitä palautetaan takaisin kunnan omaan työhön.",0.045455,0.010638,56.229,6.901,8.148,22,22,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,anne_mari_virolainen_04355,sitä odotellessa toivomme tästä salista kaikilta kaikilta kannatusta istanbulin sopimuksen eteenpäinviemiseen edustaja tossavainen poissa,sitä odotellessa toivomme tästä sallista kaikilta kannatusta istanbulin sopimuksen eteenpäin viemiseen,Sitä odotellessa toivomme tästä sallista kaikilta kannatusta Istanbulin sopimuksen eteenpäin viemiseen.,0.428571,0.284672,2.135,0.1757,12.152,14,11,0.786,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jari_koskinen_03001,ja kyl se meidän toivomus on kaikkien se että markkinat toimisi paremmin ja kysyntää olisi sillä tavalla että syntyisi myös semmoista energiantuotantoa ettei aina kysyttäisi sitä paljonko pitää maksaa tukea elikkä että löytyisi sitten ihan kannattavaa toimintaa,tietysti meidän toivomus on kaikkiaan se että markkinat toimisivat paremmin ja kysyntä olisi sillä tavalla että ei syntyisi myös sellaista energiantuotantoa että aina kun kysyttäisiin sitä että paljonko pitää maksaa tukea eli että löytyisi sitten ihan kannattavaa toimintaa,"Tietysti meidän toivomus on kaikkiaan se, että markkinat toimisivat paremmin ja kysyntä olisi sillä tavalla, että ei syntyisi myös sellaista energiantuotantoa, että aina kun kysyttäisiin sitä, että paljonko pitää maksaa tukea, eli että löytyisi sitten ihan kannattavaa toimintaa.",0.351351,0.137931,2.115,0.1655,12.779,37,38,1.027,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,eero_suutari_02863,sulussa kulutustason nosto asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön sulku kiinni että emo yhtiö emo yliopistolle muun muassa,sulussa koulutustason nosto asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön sulku kiinni,"sulussa koulutustason nosto, asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön sulku kiinni.",0.4,0.28125,55.028,5.211,10.56,20,13,0.65,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jyri_hakamies_02477,eli eli ihan perustuslain mukaan että valtioneuvosto valmistelee mutta eduskuntaseuranta eduskuntavalmistelu olisi siinä tiiviisti mukana kriisihallinnan,eli ihan perustuslain mukaan että valtioneuvosto valmistelee mutta eduskunta seuranta eduskunta valmistelu olisi siinä tiiviisti mukana,"Eli ihan perustuslain mukaan, että valtioneuvosto valmistelee, mutta eduskunta, seuranta, eduskunta, valmistelu olisi siinä tiiviisti mukana.",0.375,0.143791,0.702,0.0651,10.784,16,16,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jouni_backman_01973,se on ongelma niin yksittäisten kansalaisten koko yhteiskunnan tasolla ja siihen pitää määrätietoisesti puuttua,se on ongelma yksittäisten kansalaisten koko yhteiskunnan tasolla ja siihen pitää määrätietoista puutua,"Se on ongelma yksittäisten kansalaisten, koko yhteiskunnan tasolla, ja siihen pitää määrätietoista puutua.",0.214286,0.081081,3.734,0.3928,9.504,14,13,0.929,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jyri_hakamies_02433,tähän tämä team finland juuri tähtää että kun se koostuu se ohjausryhmä yrityksien edustajista että me saisimme entistä suorempaa entistä parempaa palautetta yrityksiltä mihin halutaan näitä vientiponnisteluja kohdistaa minkätyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa joihin pyrkisimme vaikuttamaan,tähän tämä team finland juuri tähtää että kun se koostuu se ohjausryhmä yrityksen edustajista että me saisimme entistä suorempaa entistä parempaa palautetta yrityksiltä mihin halutaan näitä vientiponnisteluja kohdistaa minkä tyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa joihin pyrkisimme vaikuttamaan,"Tähän tämä Team Finland juuri tähtää, että kun se koostuu se ohjausryhmä yrityksen edustajista, että me saisimme entistä suorempaa, entistä parempaa palautetta yrityksiltä, mihin halutaan näitä vientiponnisteluja kohdistaa, minkä tyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa, joihin pyrkisimme vaikuttamaan.",0.076923,0.006154,55.885,3.1158,17.936,39,40,1.026,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jan_vapaavuori_05829,pekka ala pietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälin tarkasteluun ja sen ensimmäiseen kehysriiheen siitä tietenkin ne osat jotka arvioidaan voitavan toteuttaa niin mahdollisimman,pekka ala pietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälin tarkasteluun ja sen ensimmäisen kehysriihen siitä tietenkin ne osat jotka arvioidaan voitavan toteuttaa niin mahdollisimman nopeasti,"Pekka Ala-Pietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälin tarkasteluun ja sen ensimmäisen kehysriihen siitä tietenkin ne osat, jotka arvioidaan voitavan toteuttaa niin mahdollisimman nopeasti.",0.107143,0.048889,0.937,0.081,11.568,28,29,1.036,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,eero_suutari_02918,ja tätä pankkisektorin vakauttamistahan me ollaan täällä juuri tekemässä tällä päätöksellä että saadaan korot alas,ja tätä pankkisektorin vakauttamista me ollaan täällä juuri tekemässä tällä päätöksellä että saadaan korot alas,"Ja tätä pankkisektorin vakauttamista me ollaan täällä juuri tekemässä tällä päätöksellä, että saadaan korot alas.",0.066667,0.026316,2.699,0.3887,6.943,15,15,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jan_vapaavuori_05911,viimeaikaisten tapahtumien johdosta kysyntä on heikentynyt ihmiset ovat tulleet varovaisemmiksi asuntoja ei ole haluttu ostaa uskallettu ottaa lainaa tai ajateltu että ei kannata ostaa jos vaikkapa asuntojen hinnat laskevat,viimeaikaisten tapahtumien johdosta kysyntä on heikentynyt ihmiset ovat tulleet varovaisemmiksi asuntoja ei ole haluttu ostaa uskallettu ottaa painaa tai ajateltu että ei kannata ostaa jos vaikkapa asuntojen hinnat laskevat,"Viimeaikaisten tapahtumien johdosta kysyntä on heikentynyt, ihmiset ovat tulleet varovaisemmiksi, asuntoja ei ole haluttu ostaa, uskallettu ottaa painaa tai ajateltu, että ei kannata ostaa, jos vaikkapa asuntojen hinnat laskevat.",0.034483,0.004484,56.972,3.3896,16.808,29,29,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jouni_backman_01835,tämä viron malli on tutkittu hyvin tarkkaan useammankin ihan kansainvälisen tutkimuksen perusteella ja ei ole mitään evidenssiä siitä että vertailumaihin esimerkiksi latviaan liettuaan verrattuna virossa olisi tapahtunut työllisyyden tai yritystoiminnan osalta mitään sellaista positiivista mitä ei olisi liettuassa latviassa tapahtunut,tämä viro malli on tutkittu hyvin tarkkaan useammankin kansainvälisen tutkimuksen perusteella ja ei ole mitään evidenssiä siitä että vertailun maiheemmissa latviaan liettuaan verrattuna virossa olisi tapahtunut työllisyyden tai yritystaminen osalta mitään sellaista positiivista mitä ei olisi liettuas latviassa tapahtunut,"Tämä VIRO-malli on tutkittu hyvin tarkkaan useammankin kansainvälisen tutkimuksen perusteella ja ei ole mitään evidenssiä siitä, että vertailun maiheemmissa Latviaan liettuaan verrattuna VIROssa olisi tapahtunut työllisyyden tai yritystaminen osalta mitään sellaista positiivista, mitä ei olisi liettuas Latviassa tapahtunut.",0.15,0.071429,2.666,0.1317,20.24,40,39,0.975,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,hanna_tainio_01934,yhteiskunnalle syntyvä säästö olisi siis merkittävä,yhteiskunnalle syntyvä säästö olisi siis merkittävä,Yhteiskunnalle syntyvä säästö olisi siis merkittävä.,0.0,0.0,0.498,0.149,3.344,6,6,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,leena_rauhala_04206,tutkintotavoitteiden ja toteutumisen ohella opiskelijaopettaja suhteen tulee tulee olla yksi keskeinen koulutuksen laadun indikaattoreista samoin muun muassa opetushenkilökunnan pedagoginen pätevyys ja henkilöstön osaamisen kehittäminen,tutkintotavoitteiden ja toteutumisen ohella opiskelija opettajasuhteen tulee olla yksi keskeinen koulutuksen laadun indikaattoreista samoin muun muassa opetushenkilökunnan pedagoginen pätevyys ja henkilöstön osaamisen kehittäminen,Tutkintotavoitteiden ja toteutumisen ohella opiskelija-opettajasuhteen tulee olla yksi keskeinen koulutuksen laadun indikaattoreista. Samoin muun muassa opetushenkilökunnan pedagoginen pätevyys ja henkilöstön osaamisen kehittäminen.,0.125,0.033898,56.521,3.4197,16.528,24,23,0.958,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,anne_mari_virolainen_04307,olen jutellut mikkeliläisen akseli kauppakeskuksen yrittäjän kanssa ja hän sanoi että he tekevät tapauskohtaisesti niitä sopimuksia että jos on sesonkiluonteisesta myynnistä kysymys niin sitä voidaan jaksottaa koko vuoden ajalle eikä vain yksi,olen jutellut mikkeliläisen akselikauppakeskuksen yrittäjän kanssa hän sanoi että he tekevät tapauskohtaisesti niitä sopimuksia että jos on sesonkiluonteisista myynnistä kysymys niin sitä voidaan jaksottaa koko vuoden ajalle eikä vain yksin,"Olen jutellut Mikkeliläisen akselikauppakeskuksen yrittäjän kanssa. Hän sanoi, että he tekevät tapauskohtaisesti niitä sopimuksia, että jos on sesonkiluonteisista myynnistä kysymys, niin sitä voidaan jaksottaa koko vuoden ajalle, eikä vain yksin.",0.15625,0.024691,1.048,0.075,13.97,32,30,0.938,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,leena_rauhala_04122,ja haluaisin oikeastaan opetusministeri teille esittää kysymyksen koska te olette korostanut juuri tätä oppimisympäristöä ja tasavertaista koulutusta ja monia hyviä,haluaisin teille esittää kysymyksen koska te olette korostaneet oppimisympäristöä tasavertaista koulutusta ja monia hyviä asioita,"Haluaisin teille esittää kysymyksen, koska te olette korostaneet oppimisympäristöä, tasavertaista koulutusta ja monia hyviä asioita.",0.4,0.323171,2.804,0.2852,9.832,20,15,0.75,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,leena_rauhala_04199,mietinnöissään tätä on nostettu esille ja niin se on myös tässä tässä yliopistolain mietinnössäkin tähän niin sanottuun leipätekstiin tänne sisälle sisälle kirjattu tämä opiskelijaopettaja suhde että se on meillä suomessa erittäin huono ja siihen tulisi,mietinnöissään tätä on nostettu esille ja niin se on myös tässä yliopistolain mietinnössäkin tämän niin sanottuun leipätekstiin tänne sisälle sisälle kirjattu tämä opiskelija opettaja suhde että se on meillä suomessa erittäin huono ja siihen tulisi,"mietinnöissään. Tätä on nostettu esille ja niin se on myös tässä yliopistolain mietinnössäkin tämän niin sanottuun leipätekstiin tänne sisälle. Sisälle kirjattu tämä opiskelija-opettaja suhde, että se on meillä Suomessa erittäin huono ja siihen tulisi.",0.114286,0.031621,56.674,2.3949,23.664,35,35,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,carl_haglund_02760,en itse usko että se murentuu kunhan me myös kyemme päättäjinä tämä on meidän yhteinen asiamme ylläpitämään silti semmoista myönteistä henkeä mitä tulee maanpuolustuksen tulevaisuuteen,en itse usko että se murentuu kunhan me myös kyemme päättäjinä että on meidän yhteinen asia hyöpitämään silti sellaista myönteistä henkeä mitä tuee maanpuolustuksen tuevaisuuteen,"En itse usko, että se murentuu, kunhan me myös kyemme päättäjinä, että on meidän yhteinen asia hyöpitämään silti sellaista myönteistä henkeä, mitä tuee maanpuolustuksen tuevaisuuteen.",0.24,0.081522,0.856,0.0875,9.792,25,25,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,jyri_hakamies_02427,toiminnan taso on tyydyttävällä tasolla näiden näillä budjettiluvuilla,toiminnan taso on tyydyttävällä tasolla näillä budjettiluvuilla,Toiminnan taso on tyydyttävällä tasolla näillä budjettiluvuilla.,0.125,0.1,2.097,0.425,4.933,8,7,0.875,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,hanna_tainio_02092,olemme saaneet odottaa talouden elpymistä pitkään ja valtion ja kuntien velanotto on lisääntynyt samalla kun arviot kestävyysvajeen laajuudesta ovat vain kasvaneet,olemme saaneet odottaa talouden elpymistä pitkään ja valtion ja kuntien velanotto on lisääntynyt samalla kun arviot kestävyysvajien laajuudessa ovat vain kasvaneet,"Olemme saaneet odottaa talouden elpymistä pitkään, ja valtion ja kuntien velanotto on lisääntynyt samalla kun arviot kestävyysvajien laajuudessa ovat vain kasvaneet.",0.095238,0.01227,56.131,6.4223,8.74,21,21,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,carl_haglund_02741,ensiksi tähän edustaja salolaisen kysymykseen tai ja etenkin pointtiin siitä että ei ole pointtia tehdä selontekoa joka on samanlainen kuin se,ensiksi tähän edustaja salavaisen kysymykseen ja etenkin pointtiin siitä että ei ole pointtia tehdä sevon teko joka on samanlainen kuin se,"Ensiksi tähän edustaja Salavaisen kysymykseen ja etenkin pointtiin siitä, että ei ole pointtia tehdä Sevon teko, joka on samanlainen kuin se,",0.190476,0.06338,1.749,0.2152,8.128,21,21,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,eero_suutari_02908,edustaja pirttilahti ihmetteli ketä pelastetaan ja väitti että espanjan valtio on niin kuin velkaantunut,edustaja pirttilahti ihmetteli ketä pelastetaan ja väitti että espanjan valtio on velkaantunut,"Edustaja Pirttilahti ihmetteli ketä pelastetaan ja väitti, että Espanjan valtio on velkaantunut.",0.142857,0.096154,1.666,0.1613,10.326,14,12,0.857,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,leena_rauhala_04129,lukiokoulutuksen säästöjen merkitys näkyy nyt sitten nimenomaan tämä alueellisten erojen kasvuna niin kuin edustaja sarkomaa sanoi ja siitä opiskelijat asetetaan eriarvoiseen asemaan,lukiokouluston säästöjen merkitys näkyy nyt sitten nimenomaan tätä alueellisten erojen kasvuna niin kuin edustaja sarkomaa sanoi ja siitä opiskelijat asetetaan eriarvoiseen asemaan,"lukiokouluston säästöjen merkitys näkyy. Nyt sitten nimenomaan tätä alueellisten erojen kasvuna, niin kuin edustaja Sarkomaa sanoi, ja siitä opiskelijat asetetaan eriarvoiseen asemaan.",0.090909,0.032967,56.281,4.8356,11.639,22,22,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,hanna_tainio_02078,kehyksessä on edellä mainittujen lisäksi useita keinoja työllisyyden lisäämiseksi,kehyksessä on edellä mainittujen lisäksi useita keinoja työllisyyden lisäämiseksi,Kehyksessä on edellä mainittujen lisäksi useita keinoja työllisyyden lisäämiseksi.,0.0,0.0,1.584,0.3771,4.2,9,9,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,carl_haglund_02575,tavoitteeseen on myös lisätty liikunnan ja huippu urheilun rehellisyyden ja eettisyyden periaatteiden edistäminen sekä eriarvoisuuden vähentäminen,tavoitteeseen on myös lisätty liikunnan ja hurppu urheilun rehellisyyden ja eettisyyden periaatteiden edistäminen sekä eriavoisuuden vähentäminen,Tavoitteeseen on myös lisätty liikunnan ja hurppu-urheilun rehellisyyden ja eettisyyden periaatteiden edistäminen sekä eriavoisuuden vähentäminen.,0.125,0.013699,1.792,0.2143,8.36,16,16,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,hanna_tainio_02199,arvoisa puhemies,arvoisa puhemies,Arvoisa puhemies.,0.0,0.0,55.63,39.9642,1.392,2,2,1.0,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,carl_haglund_02583,sitten tässä on myös mahdollistettu se joka ei nyt kovin usein tule ajankohtaistumaan mutta teoriassa valtionapukelpoisuus voidaan myös päättä vastaisuudessa eli siis evätä kun se tällä hetkellä se on aika pysyvä,tässä on myös mahdollistettu se joka nyt varmaan ei kovin usein tule ajankohtaistumaan mutta teoriassa valtioneuvoston kelpoisuus voidaan myös päättää vastaisuudessaan eli siis evätä tällä hetkellä se on aika pysyvä,"Tässä on myös mahdollistettu se, joka nyt varmaan ei kovin usein tule ajankohtaistumaan, mutta teoriassa valtioneuvoston kelpoisuus voidaan myös päättää vastaisuudessaan, eli siis evätä. Tällä hetkellä se on aika pysyvä.",0.322581,0.179245,3.093,0.2564,12.064,31,30,0.968,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,hanna_tainio_02139,paitsi maamme imagon kannalta se hyödyttää myös suoraan potilaita kehittämällä uusia parempia hoitomuotoja niiden laatua ja täten ehkäisee hoitovirheitä ja sen myötä säästää,paitsi maamme imakon kannalta se hyödyntää myös suoraa potilaita kehittämällä uusia parempia hoitomuotoja niiden laatua ja täten ehkäisee hoitovirheitä ja sen myötä säästää koulutuksia,"Paitsi maamme imakon kannalta, se hyödyntää myös suoraa potilaita kehittämällä uusia parempia hoitomuotoja, niiden laatua ja täten ehkäisee hoitovirheitä ja sen myötä säästää koulutuksia.",0.173913,0.086705,0.875,0.0834,10.488,23,24,1.043,
azure_whisper_auto,azure_whisper,auto,2016-dev-seen,hanna_tainio_02099,lisäksi hallitus panostaa monilla tavoin osatyökykyisten ja työkyvyttömyyseläkkeellä olevien työllistymiseen pidentäen näin työuria,lisäksi hallitus panostaa monilla tavoin osatyökykyisten ja työkyvyttömyyseläkkeellä olevien työllistymiseen pidäntäen näin työuria,"Lisäksi hallitus panostaa monilla tavoin osatyökykyisten ja työkyvyttömyyseläkkeellä olevien työllistymiseen, pidäntäen näin työuria.",0.076923,0.007634,56.086,6.9483,8.072,13,13,1.0,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,marjaana_koskinen_00218,me veronmaksajat taas kerran ollaan rahoittamassa tätä järjestelmää,eli me veronmaksajat taas kerran ollaan rahoittamassa tätä järjestelmää,Eli me veronmaksajat taas kerran ollaan rahoittamassa tätä järjestelmää.,0.125,0.059701,1.569,0.3642,4.307,8,9,1.125,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,antti_kalliomaki_00302,markkinoilla tehdään taas reaalitulojen ulkopuolella ne tehdään johdannaismarkkinoilla vipurahastoissa siellä jossa isoa peliä pelataan ja sen seurauksena peruspankkitoiminta alkaa näivettyä,markkinoilla tehdään taas reaalitalouden ulkopuolella tehdään johdannaismarkkinoilla vipurahastoissa siellä jossa isoa peliä pelataan ja sen seurauksena peruspankkitoiminta alkaa näivettyä,"Markkinoilla tehdään taas reaalitalouden ulkopuolella, tehdään johdannaismarkkinoilla vipurahastoissa, siellä jossa isoa peliä pelataan ja sen seurauksena peruspankkitoiminta alkaa näivettyä.",0.1,0.031579,2.528,0.1965,12.868,20,19,0.95,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,antti_hakkanen_00155,yksi sellainen asia mikä tästä julkisen talouden suunnitelmasta vähän puuttuu on se että on alun perin kun julkisen talouden suunnitelma ohjelma otettiin suomessa käyttöön ja sitä suunniteltiin viime vaalikaudella tuolla valtioneuvostossa niin tarkoitus oli rakentaa sinne yksityiskohtainen suunnitelma myös siitä kuinka toteutetaan esimerkiksi kuntatalouden rahoitusasema,yksi sellainen asia mikä tässä julkisen talouden suunnitelmasta vähän puuttuu on se että alun perin kun julkisen talouden suunnitelmaohjelma otettiin suomessa käyttöön ja sitä suunniteltiin viime vaalikaudella tuolla valtioneuvostossa niin tarkoitus oli rakentaa sinne yksityiskohtainen suunnitelma myös siitä kuinka toteutetaan esimerkiksi kuntatalouden rahoitusasema,"Yksi sellainen asia, mikä tässä julkisen talouden suunnitelmasta vähän puuttuu, on se, että alun perin kun julkisen talouden suunnitelmaohjelma otettiin Suomessa käyttöön ja sitä suunniteltiin viime vaalikaudella tuolla valtioneuvostossa, niin tarkoitus oli rakentaa sinne yksityiskohtainen suunnitelma myös siitä, kuinka toteutetaan esimerkiksi kuntatalouden rahoitusasema.",0.088889,0.013441,56.034,2.7169,20.624,45,43,0.956,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,matti_semi_00496,edustaja semi rouva puhemies minulla ei ole,kiitos,Kiitos.,1.0,0.930233,1.442,0.1535,9.397,7,1,0.143,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,laila_koskela_00904,myös paikallisen aurinkoenergian tukeminen joka on suomessa täysin tai täysin vähäistä taikka liian liian vähän hyödynnettyä,myös paikallisen aurinkoenergian tukeminen joka on suomessa täysin vähäistä tai liian vähän hyödynnettyä,"Myös paikallisen aurinkoenergian tukeminen, joka on Suomessa täysin vähäistä tai liian vähän hyödynnettyä.",0.25,0.16129,1.636,0.1672,9.79,16,13,0.812,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,jari_ronkainen_00285,tässä lakialoitteessa on hyvää myös se että sekä ympärileikkauksen toteuttaja että tähän rituaaliin osallistuva henkilö asetettaisiin tuomiolle,tässä lakialoitteessa on hyvä myös se että sekä ympärileikkauksen toteuttaja että tähän rituaaliin osallistuva henkilö asetettaisiin tuomiolle,"Tässä lakialoitteessa on hyvä myös se, että sekä ympärileikkauksen toteuttaja että tähän rituaaliin osallistuva henkilö asetettaisiin tuomiolle.",0.058824,0.006993,56.249,4.3675,12.879,17,17,1.0,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,jari_ronkainen_00207,kiinnitän tähän huomiota siksi että meillä ei todellakaan ole minkäänlaista varmuutta siitä että tainnutus onnistuu ennen verenlaskua joten tainnutus on käytännössä pakko tehdä,kiinnitän tähän huomiota siksi että meillä ei todellakaan ole minkäänlaista varmuutta siitä että tainnutus onnistuu ennen vedenlaskua joten tainnutus on käytännössä pakko tehdä,"Kiinnitän tähän huomiota siksi, että meillä ei todellakaan ole minkäänlaista varmuutta siitä, että tainnutus onnistuu ennen vedenlaskua, joten tainnutus on käytännössä pakko tehdä.",0.043478,0.005682,2.416,0.1825,13.24,23,23,1.0,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,antti_kalliomaki_00377,suuri amerikkalainen pankki käytti luottovakuutusmenettelyä ja tavoite oli hyvä mutta tuli todella pahasti takkiin ja nyt puhutaan satojen miljardien laskusta globaalitasolla,suuri amerikkalainen pankki käytti ulottuvakuutusmenettelyä ja tavoite oli hyvä mutta tuli todella pahasti takkiin ja nyt puhutaan satojen miljardien laskusta globaali tasolla,"Suuri amerikkalainen pankki käytti ulottuvakuutusmenettelyä ja tavoite oli hyvä, mutta tuli todella pahasti takkiin ja nyt puhutaan satojen miljardien laskusta globaali tasolla.",0.142857,0.022989,1.001,0.0816,12.264,21,22,1.048,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,matti_semi_00485,nämä tehtaat tällä hetkellä tuottaa sillä tavalla että andritz rakentaa maailman suurinta soodakattilaa indonesiaan,nämä tehtaat tällä hetkellä tuottaa sillä tavalla että andris rakentaa maailman suurinta soudakattilan indonesiaan,"Nämä tehtaat tällä hetkellä tuottaa sillä tavalla, että Andris rakentaa maailman suurinta Soudakattilan Indonesiaan.",0.142857,0.034783,57.184,7.0493,8.112,14,14,1.0,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,antti_kalliomaki_00280,kannatin aikanaan suoraa kansanvaalia sillä edellytyksellä että presidentin sisäpoliittisia valtaoikeuksia samalla vähennetään merkittävästi ja näin on tapahtunut,kannatin aikana on suoraa kansanvaalia sillä edellytyksellä että sisäpoliittisia valtaoikeuksia samalla vähennetään merkittävästi,"Kannatin aikana on suoraa kansanvaalia sillä edellytyksellä, että sisäpoliittisia valtaoikeuksia samalla vähennetään merkittävästi.",0.411765,0.222222,0.855,0.0768,11.132,17,13,0.765,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,marjaana_koskinen_00318,lääkekulut myös kasvavat voimakkaimmin mikä tulevina vuosina lisää merkittävästi palkansaajien eläkeläisten ja työttömien maksurasitusta ja tää nimenomaan käy jos tätä maksupottia ei jaeta eli työnantajat tulisi maksamaan myös tätä korvausta,lääkekulut myös kasvavat voimakkaammin mikä tulevina vuosina lisää merkittävästi palkansaajien eläkeläisten ja työttövien maksurasitusta tämä nimenomaan käy jos tätä maksupottia ei jaeta eli työnantajat tulisivat maksamaan myös tätä korvausta,"Lääkekulut myös kasvavat voimakkaammin, mikä tulevina vuosina lisää merkittävästi palkansaajien, eläkeläisten ja työttövien maksurasitusta. Tämä nimenomaan käy, jos tätä maksupottia ei jaeta, eli työnantajat tulisivat maksamaan myös tätä korvausta.",0.166667,0.037344,2.612,0.1947,13.416,30,29,0.967,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,matti_semi_00493,tässä suomessa tarvitaan lisää,ja tässä suomessa tarvitaan lisää,ja tässä Suomessa tarvitaan lisää.,0.25,0.1,55.824,27.4723,2.032,4,5,1.25,
azure_whisper_fi,azure_whisper,fi,2016-dev-unseen,veera_ruoho_00414,maahanmuuttovirasto voisi antaa myönteiset päätökset tiedoksi ja luontevaa on että poliisi antaa kielteisen päätöksen tiedoksi koska poliisi vastaa maasta poistamisen täytäntöönpanosta kuten,maahanmuuttovirasto voisi antaa myönteiset päätökset tiedoksi luontevaa on että poliisi antaa kielteisen päätöksen tiedoksi koska poliisi vastaa maasta poistamiseen täytäntöön panosta,"Maahanmuuttovirasto voisi antaa myönteiset päätökset tiedoksi. Luontevaa on, että poliisi antaa kielteisen päätöksen tiedoksi, koska poliisi vastaa maasta poistamiseen täytäntöön panosta.",0.181818,0.057895,1.229,0.0842,14.6,22,21,0.955,
